site_id,latitude,longitude,C1_Major_Roads,C5_Competitor_EVCS,C6_POI_Schools,C6_POI_Shopping_Malls,C6_POI_Restaurants,C6_POI_Hospitals,C6_POI_Theatres,C6_POI_Bus_Stops,C6_POI_Petrol_Bunks
SITE_207,25.36189585691807,83.00083208309597,7.5989,1.0,2.6697,3.1869,1.0,1.0,1.0026,1.0002,1.3131
SITE_208,25.366408415500633,83.00090641164387,7.1789,1.0,2.2382,2.8088,1.0,1.0,1.0003,1.0,1.1338
SITE_209,25.271576726077836,83.00431211312079,6.3335,1.0,3.7797,3.2011,5.6142,1.0,1.056,2.7522,4.1786
SITE_210,25.276089330291146,83.00438626819114,8.33,1.0,4.4342,3.9826,6.8481,1.0,1.2169,3.7547,5.1802
SITE_211,25.280601931541685,83.00446044111787,8.9976,1.0,5.0909,4.8435,7.7426,1.0,1.6574,3.6585,6.0216
SITE_212,25.285114529829038,83.00453463190385,8.608,1.0,5.7633,5.7257,8.206,1.0,2.5464,2.579,6.6149
SITE_213,25.2896271251528,83.004608840552,8.8815,1.0,6.463,6.5811,8.3783,1.0,3.8269,1.6217,6.964
SITE_214,25.29413971751255,83.00468306706519,8.9247,1.0,7.1828,7.3765,8.4038,1.0,5.0952,1.4633,7.0972
SITE_215,25.298652306907897,83.00475731144628,8.8806,1.0,7.8775,8.0772,8.432,1.0,5.9356,2.4278,7.0089
SITE_216,25.303164893338405,83.00483157369821,8.9312,1.0,8.4556,8.6234,8.6658,1.0,6.3287,4.6902,6.6677
SITE_217,25.307677476803672,83.00490585382384,8.7984,1.0,8.7941,8.928,8.9746,1.0,6.402,7.1157,6.0593
SITE_218,25.312190057303294,83.00498015182606,8.9834,1.0,8.7789,8.9072,8.692,1.0,5.9851,7.7117,5.2256
SITE_219,25.316702634836844,83.0050544677078,8.2045,1.0,8.3557,8.5291,7.3419,1.0,4.9106,6.4064,4.2809
SITE_220,25.321215209403935,83.0051288014719,8.6421,1.0,7.5663,7.8445,5.3229,1.0,3.5175,5.13,3.3761
SITE_221,25.32572778100413,83.00520315312129,7.4379,1.0,6.5493,6.9783,3.4575,1.0,2.3892,5.2537,2.6301
SITE_222,25.33024034963703,83.00527752265884,6.7688,1.0,5.4985,6.0869,2.1944,1.0,1.7677,6.0632,2.0945
SITE_223,25.33475291530223,83.00535191008748,8.5481,1.0,4.5954,5.3073,1.5002,1.0,1.4857,5.6838,1.7639
SITE_224,25.3392654779993,83.00542631541008,7.8264,1.0,3.9473,4.7176,1.1759,1.0,1.313,3.8596,1.5907
SITE_225,25.34377803772785,83.00550073862955,8.589,1.0,3.5579,4.3199,1.0497,1.0,1.1694,2.1049,1.4982
SITE_226,25.34829059448746,83.00557517974877,8.4174,1.0,3.3452,4.0513,1.0108,1.0,1.07,1.2671,1.4136
SITE_227,25.352803148277715,83.00564963877068,7.6536,1.0,3.1901,3.8197,1.0018,1.0,1.0215,1.0402,1.3064
SITE_228,25.357315699098216,83.00572411569814,8.9057,1.0,2.9896,3.549,1.0002,1.0,1.0048,1.0038,1.192
SITE_229,25.36182824694854,83.00579861053409,8.8028,1.0,2.6885,3.21,1.0,1.0,1.0008,1.0002,1.0995
SITE_230,25.36634079182829,83.0058731232814,8.8998,1.0,2.2816,2.8207,1.0,1.0,1.0001,1.0,1.0422
SITE_231,25.271509223255773,83.0092749479991,7.4516,1.0,3.8059,2.6632,5.8783,1.0,1.0598,2.1391,3.0155
SITE_232,25.276021813752124,83.00934928638243,8.9701,1.0,4.3118,3.2325,6.9227,1.0,1.1722,2.9279,3.6714
SITE_233,25.28053440128472,83.00942364266626,7.3336,1.0,4.7834,3.884,7.542,1.0,1.436,3.003,4.1147
SITE_234,25.285046985853143,83.00949801685347,6.6097,1.0,5.2602,4.5979,7.8035,1.0,1.9498,2.2798,4.2918
SITE_235,25.289559567456987,83.00957240894694,6.9813,1.0,5.7839,5.358,7.8695,1.0,2.7155,1.5324,4.2809
SITE_236,25.294072146095846,83.00964681894958,7.0959,1.0,6.3734,6.146,7.8278,1.0,3.5357,1.3582,4.2002
SITE_237,25.298584721769295,83.00972124686429,6.949,1.0,7.0003,6.9214,7.8223,1.0,4.1544,2.0961,4.1084
SITE_238,25.303097294476927,83.00979569269397,6.9316,1.0,7.5771,7.6019,8.0793,1.0,4.4847,4.0548,3.9759
SITE_239,25.307609864218335,83.00987015644148,7.5655,1.0,7.9744,8.0698,8.4448,1.0,4.5085,6.5367,3.7241
SITE_240,25.312122430993096,83.00994463810977,8.9569,1.0,8.0637,8.2125,8.2101,1.0,4.1025,7.7744,3.3008
SITE_241,25.31663499480082,83.0100191377017,8.2203,1.0,7.7725,7.9793,6.8985,1.0,3.2653,7.1619,2.7434
SITE_242,25.321147555641076,83.0100936552202,8.4944,1.0,7.1228,7.4138,4.9318,1.0,2.3183,5.9112,2.17
SITE_243,25.325660113513457,83.01016819066817,6.5686,1.0,6.2346,6.6428,3.1437,1.0,1.6252,5.3053,1.7004
SITE_244,25.330172668417553,83.01024274404848,6.7811,1.0,5.2868,5.8276,1.9773,1.0,1.2752,5.2623,1.3871
SITE_245,25.33468522035296,83.01031731536406,8.1711,1.0,4.4527,5.1092,1.378,1.0,1.1388,4.6271,1.2134
SITE_246,25.33919776931925,83.01039190461782,8.5704,1.0,3.8394,4.5692,1.1225,1.0,1.0794,3.1619,1.1317
SITE_247,25.343710315316024,83.01046651181265,8.6269,1.0,3.4588,4.215,1.0322,1.0,1.0411,1.8398,1.0955
SITE_248,25.348222858342872,83.01054113695146,8.8608,1.0,3.2415,3.9893,1.0066,1.0,1.0166,1.208,1.0737
SITE_249,25.352735398399375,83.01061578003714,7.3393,1.0,3.082,3.8025,1.001,1.0,1.005,1.0325,1.053
SITE_250,25.357247935485134,83.01069044107264,8.8803,1.0,2.8875,3.5742,1.0001,1.0,1.0011,1.0032,1.0327
SITE_251,25.36176046959972,83.01076512006084,7.214,1.0,2.6069,3.2668,1.0,1.0,1.0002,1.0002,1.0168
SITE_252,25.28497927507638,83.01446138389679,4.6113,1.0,4.4821,3.355,6.7301,1.0,1.7618,1.7321,2.114
SITE_253,25.289491842926438,83.0145359594327,5.0156,1.0,4.7984,3.8717,6.6982,1.0,2.0338,1.3232,2.0383
SITE_254,25.294004407810526,83.01461055292192,5.1082,1.0,5.2158,4.4818,6.6355,1.0,2.3237,1.1995,1.9708
SITE_255,25.29851696972822,83.01468516436734,4.9642,1.0,5.725,5.16,6.6355,1.0,2.5742,1.598,1.9467
SITE_256,25.3030295286791,83.01475979377184,4.932,1.0,6.2534,5.8336,6.8872,1.0,2.7362,2.7997,1.9448
SITE_257,25.30754208466277,83.01483444113838,6.3181,1.0,6.6798,6.3877,7.2349,1.0,2.7472,4.5878,1.9091
SITE_258,25.312054637678806,83.01490910646982,7.3512,1.0,6.8749,6.7024,7.0463,1.0,2.516,5.948,1.7948
SITE_259,25.3165671877268,83.01498378976908,8.023,1.0,6.7535,6.7053,5.9146,1.0,2.0635,6.2075,1.6064
SITE_260,25.321079734806347,83.01505849103906,8.4306,1.0,6.3132,6.4063,4.2209,1.0,1.5806,5.7544,1.3955
SITE_261,25.32559227891703,83.01513321028268,8.1838,1.0,5.6419,5.8947,2.6978,1.0,1.2471,5.3721,1.2195
SITE_262,25.33010482005843,83.01520794750286,7.9541,1.0,4.8857,5.3013,1.7309,1.0,1.0887,5.1364,1.1052
SITE_263,25.334617358230155,83.01528270270249,8.4563,1.0,4.1939,4.7515,1.261,1.0,1.0334,4.2985,1.0458
SITE_264,25.339129893431764,83.01535747588447,8.0697,1.0,3.6646,4.328,1.0773,1.0,1.0155,2.8526,1.0204
SITE_265,25.34364242566287,83.01543226705175,8.1599,1.0,3.3168,4.0528,1.0186,1.0,1.0074,1.6823,1.011
SITE_266,25.348154954923057,83.01550707620723,8.8162,1.0,3.1,3.8892,1.0035,1.0,1.0029,1.1617,1.0073
SITE_267,25.35266748121191,83.0155819033538,6.8579,1.0,2.9312,3.7629,1.0005,1.0,1.0009,1.0245,1.0049
SITE_268,25.357180004529017,83.01565674849442,8.7934,1.0,2.7353,3.5977,1.0001,1.0,1.0002,1.0024,1.003
SITE_269,25.36169252487397,83.01573161163196,7.8896,1.0,2.4698,3.3482,1.0,1.0,1.0,1.0001,1.0015
SITE_270,25.31198667736276,83.01987355686204,5.4535,1.0,5.5115,4.8911,5.5088,1.0,1.5596,3.6177,1.1586
SITE_271,25.316499213617156,83.01994842386571,7.3774,1.0,5.5415,5.0846,4.6199,1.0,1.384,4.2193,1.1225
SITE_272,25.321011746902105,83.02002330888428,8.8912,1.0,5.3203,5.066,3.3352,1.0,1.2023,4.4482,1.0794
SITE_273,25.325524277217202,83.02009821192065,7.9451,1.0,4.8991,4.8701,2.1977,1.0,1.0809,4.6062,1.0428
SITE_274,25.330036804562024,83.02017313297777,8.7534,1.0,4.3809,4.5712,1.4918,1.0,1.0254,4.6651,1.0192
SITE_275,25.334549328936166,83.02024807205854,8.9246,1.0,3.8782,4.255,1.1636,1.0,1.0072,4.0049,1.0073
SITE_276,25.339061850339213,83.02032302916585,8.0022,1.0,3.4705,3.9923,1.0443,1.0,1.0024,2.6919,1.0025
SITE_277,25.343574368770756,83.02039800430268,8.1954,1.0,3.18,3.818,1.0097,1.0,1.001,1.6126,1.0009
SITE_278,25.34808688423039,83.0204729974719,8.3986,1.0,2.9765,3.7225,1.0017,1.0,1.0004,1.1402,1.0004
SITE_279,25.35259939671768,83.02054800867646,7.7794,1.0,2.8023,3.6572,1.0002,1.0,1.0001,1.0203,1.0003
SITE_280,25.357111906232237,83.02062303791925,8.9947,1.0,2.6029,3.5586,1.0,1.0,1.0,1.0019,1.0001
SITE_281,25.36162441277365,83.02069808520325,8.4018,1.0,2.3453,3.3783,1.0,1.0,1.0,1.0001,1.0001
SITE_282,25.316431072474245,83.02491303994745,6.8229,1.0,4.4118,3.6141,3.3521,1.0,1.1034,2.4477,1.0136
SITE_283,25.320943591930718,83.02498810871168,8.5888,1.0,4.365,3.768,2.4844,1.0,1.0533,2.8217,1.0088
SITE_284,25.325456108416336,83.0250631955379,7.703,1.0,4.1676,3.8118,1.7423,1.0,1.0206,3.2046,1.0047
SITE_285,25.329968621930696,83.02513830042903,8.7896,1.0,3.8792,3.7657,1.2931,1.0,1.006,3.4987,1.0021
SITE_286,25.334481132473375,83.02521342338801,8.6076,1.0,3.5716,3.6679,1.0919,1.0,1.0014,3.2066,1.0007
SITE_287,25.338993640043956,83.02528856441775,8.3226,1.0,3.2997,3.5629,1.023,1.0,1.0003,2.3117,1.0002
SITE_288,25.343506144642042,83.0253637235212,8.1257,1.0,3.0838,3.4863,1.0046,1.0,1.0001,1.4945,1.0001
SITE_289,25.34801864626721,83.02543890070125,8.4191,1.0,2.9095,3.4486,1.0007,1.0,1.0,1.1161,1.0
SITE_290,25.352531144919055,83.02551409596084,8.7944,1.0,2.7417,3.4276,1.0001,1.0,1.0,1.0169,1.0
SITE_291,25.357043640597166,83.02558930930293,8.9891,1.0,2.543,3.3788,1.0,1.0,1.0,1.0015,1.0
SITE_292,25.36155613330113,83.02566454073042,8.9713,1.0,2.2878,3.2577,1.0,1.0,1.0,1.0001,1.0
SITE_293,25.325387772516812,83.03002816109023,8.9464,1.0,3.5572,2.9205,1.4011,1.0,1.0039,1.9708,1.0003
SITE_294,25.32990027216681,83.03010344981247,8.0156,1.0,3.4459,3.0109,1.1529,1.0,1.0011,2.2344,1.0001
SITE_295,25.334412768844135,83.03017875664673,6.6672,1.0,3.3009,3.0529,1.0456,1.0,1.0002,2.1886,1.0
SITE_296,25.338925262548365,83.03025408159596,6.5597,1.0,3.153,3.0625,1.0107,1.0,1.0,1.7596,1.0
SITE_297,25.343437753279098,83.03032942466308,6.4628,1.0,3.0165,3.0617,1.002,1.0,1.0,1.3056,1.0
SITE_298,25.347950241035925,83.03040478585103,8.3927,1.0,2.8856,3.0652,1.0003,1.0,1.0,1.0762,1.0
SITE_299,25.352462725818413,83.03048016516276,7.7529,1.0,2.7398,3.0676,1.0,1.0,1.0,1.0117,1.0
SITE_300,25.35697520762617,83.0305555626012,8.5782,1.0,2.5524,3.0425,1.0,1.0,1.0,1.0011,1.0
SITE_301,25.32983175527275,83.03506858108386,8.2058,1.0,3.0713,2.3907,1.0693,1.0,1.0002,1.4344,1.0
SITE_302,25.334344238050836,83.03514407179048,6.3119,1.0,3.0326,2.4784,1.0198,1.0,1.0,1.4569,1.0
SITE_303,25.33885671785482,83.03521958065627,5.4197,1.0,2.9767,2.5445,1.0044,1.0,1.0,1.3153,1.0
SITE_304,25.343369194684307,83.03529510768415,7.1309,1.0,2.9106,2.5925,1.0007,1.0,1.0,1.1364,1.0
SITE_305,25.34788166853888,83.03537065287706,8.985,1.0,2.8304,2.6267,1.0001,1.0,1.0,1.0364,1.0
SITE_306,25.35239413941812,83.03544621623797,7.1358,1.0,2.7213,2.6433,1.0,1.0,1.0,1.006,1.0
SITE_307,25.3387880059657,83.04018506155448,5.8988,1.0,2.6931,2.0737,1.0016,1.0,1.0,1.0927,1.0
SITE_308,25.34330046886005,83.04026077254018,7.898,1.0,2.6775,2.1453,1.0003,1.0,1.0,1.0432,1.0
